tite,open_store,establish_time,cooperation_time,area_requirement
Mitti,直营,加盟,代理,2014年,1-3年,50-100m²
New Balance Kids,直营,1906年,2-3年,50-80m²
卓美教育,直营,2010年,5-10年,500-1000m²
调皮孩子童装,直营,加盟,代理,2008年,3-5年,50-150m²
COMBI,直营,1957年,3-5年,70-200m²
红豆童装,直营,加盟,代理,2014年,1-3年,80-150m²
萌宝牧场,直营,2017年,8-12年,2000-5000m²
小王子语言中心,直营,2017年,5-10年,400-800m²
巧丫鸭益智手工乐园,直营,加盟,代理,2017年,1-3年,30-100m²
洛克泰迪,直营,加盟,代理,2013年,1-3年,100-300m²
剪刀先森,直营,加盟,代理,2016年,2-3年,60-100m²
2平米,直营,加盟,2012年,1-3年,50-100m²
青苗儿童口腔,直营,2012年,5-8年,300-500m²
七巧国儿童中心,加盟,直营,代理,2010年,15-20年,15000-40000m²
TEENIE WEENIE KIDS,直营,2011年,3-5年,60-120m²
袋鼠王蹦床公园,直营,2017年,5-10年,1500-2000m²
汪正影业,直营,加盟,代理,1996年,5-10年,300-600m²
奥迪双钻,直营,加盟,代理,1993年,1-3年,30-90m²
弋果儿童成长中心,直营,加盟,代理,1999年,3-5年,300-800m²
蓝旗亲子游泳,直营,加盟,2009年,3-5年,1000-1200m²
小绿洲,直营,2015年,5-10年,300-900m²
棒恰恰欢乐餐厅,直营,2016年,3-5年,400-800m²
adidas YOUNG ATHLETES,加盟,直营,代理,2016年,1-3年,80-200m²
Twinkle耀童,直营,加盟,代理,2017年,3-5年,300-500m²
瑞儿水上乐园,直营,加盟,代理,2003年,5-10年,1000-2000m²
老约翰绘本馆,直营,加盟,代理,2010年,3-5年,160-350m²
迈可丽儿进口母婴免税店,直营,加盟,代理,2014年,3-5年,150-300m²
小帆船,直营,1893年,3-5年,80-200m²
Aerogia爱阅家,直营,2011年,3-5年,50-80m²
阿路和如,直营,加盟,代理,2008年,1-3年,40-80m²
涂来涂去,直营,加盟,代理,2014年,3-5年,150-300m²
布布哒,加盟,2013年,3-5年,300-500m²
衣恋童装,直营,加盟,代理,1999年,3-5年,50-200m²
FANPEKKA,直营,2015年,3-10年,1800-2500m²
东方童画,直营,加盟,代理,2003年,3-5年,100-300m²
八八空间,直营,加盟,代理,2006年,5-10年,1500-2000m²
童泰,直营,加盟,代理,1986年,1-3年,60-100m²
雪乐山,直营,加盟,代理,2015年,5-10年,200-500m²
B.DUCK KIDS,直营,加盟,代理,2005年,2-5年,40-120m²
孩之宝,加盟,直营,代理,1923年,1-3年,30-90m²
安妮花阅读馆,直营,加盟,代理,2004年,5-8年,300-500m²
潮童星,直营,加盟,代理,2010年,3-5年,300-500m²
HIMOKIDS,直营,2016年,3-5年,100-200m²
小码王,直营,2016年,5-10年,200-500m²
爱巴爱麻,直营,加盟,代理,2012年,3-10年,1000-3000m²
优比兔新一代儿童乐教园,直营,加盟,2001年,1-10年,200-300m²
PIYOCASA小鸭家亲子餐厅,直营,2017年,3-5年,500-600m²
未来动物城,直营,2018年,5-10年,1500-3000m²
斯乃纳,直营,加盟,代理,1996年,3-5年,25-100m²
乐8运动馆,直营,加盟,代理,2014年,5-10年,2500-3000m²
KIKI小鬼当家,加盟,代理,1997年,1-3年,40-80m²
三叶儿童口腔,直营,2014年,5-10年,500-1000m²
小小动物元,直营,加盟,代理,2018年,5-8年,600-800m²
恐龙探险乐园,直营,加盟,2015年,3-5年,400-800m²
baby Land,直营,加盟,代理,2012年,1-3年,100-300m²
特步儿童,直营,加盟,代理,2011年,1-3年,80-200m²
普乐思奇室内滑雪俱乐部,直营,加盟,代理,2016年,3-5年,260-350m²
i·lollipop,直营,2008年,1-3年,100-200m²
龙格亲子游泳俱乐部,直营,加盟,代理,2012年,5-10年,600-2500m²
昂立教育,直营,加盟,代理,1984年,5-10年,300-500m²
狮子先生大咖乐园,直营,加盟,代理,2017年,3-8年,500-3000m²
杰米兰帝,直营,加盟,代理,2013年,1-3年,100-200m²
快乐城堡,直营,加盟,代理,2013年,1-5年,30-150m²
奇宝乐园,直营,加盟,代理,1993年,3-5年,50-100m²
育想家艺趣中心,直营,加盟,代理,2017年,10-15年,2500-4500m²
格灵岛儿童玩具城,直营,2007年,3-5年,200-400m²
阿童木,直营,加盟,代理,2005年,3-5年,30-80m²
强平机器人,直营,2013年,5-10年,150-200m²
南湖梦幻岛,直营,加盟,代理,2009年,10-15年,20000-30000m²
海滨世界亲子乐园,直营,2015年,5-8年,600-1500m²
卡希尔儿童乐园,直营,加盟,2014年,6-15年,300-800m²
香蕉宝贝童装,直营,加盟,代理,2005年,1-3年,40-100m²
卡乐奇宝贝,直营,加盟,代理,2011年,5-10年,500-3000m²
乐宝贝,直营,加盟,2015年,1-5年,300-500m²
童年时光,直营,2009年,5-10年,400-600m²
嘟噜嘟噜主题动物园,直营,2009年,3-5年,2000-3000m²
加州幼儿园,直营,2011年,10-15年,2500-8500m²
玩乐童,直营,--,3-5年,300-500m²
Pomme de terre,直营,2016年,3-5年,50-200m²
城市宝宝,直营,加盟,代理,1993年,1-3年,50-150m²
童学馆,直营,加盟,代理,2006年,3-5年,300-400m²
美国篮球学院,直营,加盟,代理,1994年,5-10年,800-1600m²
Moimoln,直营,2015年,1-3年,30-60m²
YBDL青少年篮球发展联盟,--,2014年,1-5年,100-300m²
绿典彩棉,直营,加盟,代理,2000年,1-3年,40-80m²
乖比兔,直营,加盟,代理,1999年,5-10年,300-600m²
科蒂成长中心,直营,加盟,代理,1968年,5-8年,400-700m²
西卡汽车小镇,直营,2016年,5-10年,800-1500m²
梦幻乐园,直营,2010年,5-8年,1000-3000m²
蒙蒙摩米,直营,加盟,代理,2012年,1-3年,30-80m²
paw in paw,直营,加盟,代理,1994年,3-5年,80-150m²
开心轮滑俱乐部,直营,2002年,1-3年,100-150m²
励步儿童成长中心,直营,加盟,代理,2009年,5-8年,800-1000m²
快乐屋,直营,加盟,代理,2002年,1-3年,30-80m²
雅马哈音乐中心,直营,1887年,5-8年,400-700m²
艾艾屋,直营,加盟,代理,2004年,1-3年,50-100m²
酷玩无限,直营,加盟,代理,2006年,3-5年,20-50m²
倾城宝贝儿童摄影,直营,2005年,3-5年,200-500m²
可可天空农场,直营,2016年,5-10年,3000-10000m²
in KIDS乐园,直营,2016年,3-10年,1000-1500m²
森孚机器人,直营,2010年,5-8年,350-500m²
Holistic玫苓全人音乐,直营,加盟,代理,1992年,5-10年,300-500m²
哈迪宝贝,直营,加盟,代理,1999年,5-8年,500-2000m²
东方爱婴,直营,加盟,代理,1998年,5-10年,300-500m²
嗒咪动物奇幻乐园,直营,2017年,8-15年,2000-3000m²
So Sweet by Hair Corner,直营,2016年,1-5年,100-300m²
爱马马术,直营,2012年,5-10年,1200-1500m²
快乐童年,直营,加盟,1997年,5-10年,300-800m²
FILA KIDS,直营,2015年,3-5年,180-250m²
布衣草人,加盟,代理,1999年,3-5年,40-100m²
卡尼熊,直营,2014年,5-8年,1000-2000m²
久岁伴,直营,加盟,代理,2001年,1-3年,40-80m²
乐翔轮滑,直营,2010年,1-3年,80-200m²
以纯童装,加盟,代理,2006年,3-8年,50-200m²
木玩世家,直营,加盟,代理,1973年,1-3年,30-40m²
大海豚儿童乐园,直营,加盟,代理,2015年,5-10年,1000-3000m²
Blue&Pink,直营,加盟,代理,2013年,3-5年,100-300m²
乐8小城,加盟,直营,代理,2014年,5-10年,3000-5000m²
耐克儿童,直营,加盟,代理,1972年,3-5年,60-150m²
宝妈时光,直营,加盟,代理,2015年,1-3年,50-100m²
鲍威童话世界,直营,加盟,2015年,5-10年,300-500m²
乐高探索中心,直营,2007年,5-10年,1500-2000m²
MILIBAM,直营,2008年,1-3年,80-200m²
乔希家的书,直营,2016年,3-5年,120-150m²
贝贝王国,直营,加盟,代理,2006年,1-3年,80-150m²
欣美,加盟,代理,1987年,3-5年,30-60m²
玩胜体能,直营,2015年,5-10年,300-500m²
艺之行,直营,加盟,代理,2005年,5-8年,200-600m²
佳贝爱,直营,加盟,代理,2012年,3-5年,300-400m²
酷米乐,直营,2014年,5-8年,600-2000m²
QIMOO,加盟,直营,代理,2016年,1-3年,80-120m²
欢贝城,直营,加盟,代理,2015年,5-10年,300-600m²
彩虹岛儿童天地,直营,2014年,5-10年,1000-2000m²
护童学习桌椅,直营,加盟,代理,2008年,2-3年,20-100m²
拉比,直营,加盟,代理,2001年,3-5年,60-120m²
Natures Purest,直营,加盟,代理,2006年,3-5年,40-80m²
亲亲袋鼠早教中心,直营,加盟,代理,1982年,5-8年,600-1000m²
恐龙人俱乐部,直营,2015年,5-10年,800-1500m²
汇杰教育儿童心理工作室,直营,2012年,3-5年,150-250m²
超优安亲,直营,加盟,代理,1984年,5-10年,300-500m²
七波辉,直营,加盟,代理,1988年,3-5年,150-300m²
宝贝厨房,直营,加盟,代理,2012年,2-3年,80-120m²
班吉鹿,直营,加盟,代理,1989年,1-3年,30-80m²
金贝儿,直营,2005年,5-10年,1000-2000m²
波波熊儿童乐园,直营,2012年,3-5年,300-500m²
巧虎KIDS,直营,加盟,代理,1955年,5-10年,500-1000m²
索福德少儿足球俱乐部,直营,1998年,10-15年,1000-3000m²
泰兰尼斯,直营,加盟,代理,2012年,3-5年,30-100m²
米喜迪,加盟,直营,代理,2009年,3-5年,150-200m²
乐儿乐儿童乐园,直营,2012年,3-10年,300-600m²
贝贝依依,直营,加盟,代理,2002年,3-5年,60-150m²
adidas kids,直营,1949年,3-5年,60-150m²
孩皮吧,直营,2005年,5-10年,500-1200m²
芬麦儿童探索博物馆,直营,2017年,5-10年,2000-3000m²
PoiPoilu,直营,加盟,代理,2001年,3-5年,80-200m²
神童王国,直营,加盟,代理,2008年,5-10年,1000-2000m²
松堡王国,直营,加盟,代理,2001年,3-5年,100-300m²
奈尔宝家庭中心,直营,2017年,5-10年,3500-8000m²
南冰轮滑,直营,2010年,3-5年,150-200m²
米娜凯威,直营,2007年,5-10年,400-800m²
笛莎公主,直营,加盟,代理,2005年,3-5年,80-400m²
红孩儿,直营,加盟,代理,1988年,1-3年,50-200m²
The Littles,直营,2016年,3-5年,300-400m²
哈哈宝贝少儿运动,直营,2009年,3-5年,150-300m²
常春藤,直营,加盟,代理,1986年,3-5年,30-90m²
美育音乐舞蹈国际机构,直营,加盟,代理,1983年,1-10年,200-1000m²
唐人街教育,直营,2007年,1-5年,800-1400m²
悠贝亲子图书馆,直营,加盟,代理,2009年,5-10年,150-500m²
蒙娜丽莎,直营,1968年,3-5年,50-200m²
童趣童玩,直营,2013年,1-3年,50-150m²
海帆亲子游泳俱乐部,直营,加盟,代理,2012年,5-10年,500-1500m²
垦牧,直营,加盟,代理,2009年,3-5年,40-80m²
卡啦娃,直营,2014年,10-15年,2000-5000m²
童乐荟,直营,加盟,代理,2010年,5-8年,300-700m²
读书郎,直营,加盟,代理,1999年,1-3年,20-50m²
木马王国,直营,2012年,8-10年,1500-2000m²
七彩轮滑俱乐部,直营,2009年,3-5年,100-200m²
妙妙乐,直营,加盟,代理,2010年,5-8年,500-1000m²
艾涂图国际儿童艺术中心,直营,加盟,代理,2002年,5-10年,250-400m²
好孩子星站,直营,加盟,代理,2013年,3-5年,100-300m²
优瑞卡儿童乐园,直营,2015年,5-10年,800-1200m²
i2艾途儿童成长中心,直营,2011年,5-8年,200-500m²
A索儿童国际启育中心,直营,加盟,代理,2007年,5-10年,500-1000m²
乐奇多,直营,加盟,代理,2006年,5-8年,200-400m²
卡尔菲特,直营,加盟,代理,2003年,3-5年,80-200m²
梦多多,直营,加盟,代理,2013年,3-5年,60-150m²
企鹅豆豆,直营,加盟,代理,2011年,8-10年,1000-3000m²
花儿朵朵,直营,2008年,5-10年,100-300m²
正一道场,直营,加盟,代理,2006年,3-5年,200-300m²
梦多多小镇（mini版）,直营,2013年,15-20年,1500-3000m²
长颈鹿成长中心,直营,加盟,代理,1986年,5-10年,700-1500m²
童梦王国,直营,加盟,代理,2015年,5-10年,600-1500m²
罗兰数字音乐教育,直营,加盟,代理,1972年,5-8年,300-500m²
海之宝,直营,2014年,8-10年,1200-3000m²
力高芘熊,直营,加盟,代理,2002年,3-5年,30-80m²
萌太极家庭娱乐中心,直营,加盟,代理,2013年,5-10年,1000-2500m²
爱佳乐,直营,加盟,代理,2003年,1-3年,40-100m²
妈妈集市,直营,2009年,3-5年,2000-2000m²
Lilliput粒粒堡亲子餐厅,直营,加盟,代理,2013年,5-10年,400-800m²
粒子粒姿,直营,加盟,代理,2014年,3-5年,60-200m²
萌贝儿亲子乐园,直营,加盟,代理,2009年,5-10年,1000-5000m²
幻太奇海洋馆,直营,加盟,代理,2013年,10-15年,8000-10000m²
梦幻岛欢动世界,直营,加盟,代理,2015年,10-15年,15000-20000m²
酷跳蹦床主题公园,直营,加盟,代理,2015年,5-10年,1000-3000m²
好记星,直营,2003年,1-3年,30-60m²
宝莲灯,直营,2002年,1-3年,100-200m²
安踏儿童,直营,加盟,代理,2008年,3-5年,150-300m²
东方娃娃,直营,加盟,代理,2006年,5-8年,400-800m²
卡奇乐,直营,加盟,代理,2012年,5-8年,500-1000m²
开心河马,直营,2014年,5-10年,1500-2000m²
时尚小鱼,直营,加盟,代理,2002年,1-5年,60-150m²
赢在起点,直营,2001年,5-8年,300-600m²
E PLUS北外壹佳,直营,2010年,5-8年,400-800m²
贝乐鸥,直营,2014年,5-8年,500-1500m²
gxg kids,直营,加盟,代理,2012年,1-5年,50-100m²
玛米玛卡,直营,加盟,代理,2000年,1-3年,50-150m²
嗒嘀嗒,直营,加盟,代理,1996年,1-3年,50-100m²
哈尼宝贝儿童世界,直营,加盟,代理,2005年,5-8年,200-300m²
蒙特梭利儿童之家,直营,加盟,代理,2005年,6-8年,500-1000m²
青蛙王子,直营,加盟,代理,1991年,3-5年,60-200m²
巴柯拉,直营,加盟,代理,2009年,1-3年,50-100m²
小马快跑,直营,加盟,代理,2003年,5-10年,250-350m²
圣宝度伦,直营,加盟,代理,2004年,1-3年,30-80m²
亲贝湾,直营,加盟,2014年,5-10年,150-300m²
哈姆雷斯,加盟,代理,1760年,3-5年,1000-2000m²
爱的宝贝儿童摄影,直营,2004年,5-10年,200-1000m²
哈里小屋,直营,2012年,1-5年,120-200m²
乐可多儿童乐园,直营,2014年,6-12年,600-1500m²
蜜果幻想乐园,直营,加盟,2000年,5-10年,700-1000m²
only zoo,直营,2016年,5-10年,2000-3000m²
萌卡纳,直营,加盟,2013年,5-10年,150-200m²
开心哈乐,直营,加盟,代理,2005年,5-10年,300-500m²
Qtools,直营,加盟,代理,2014年,2-5年,60-100m²
多妙屋乐园,--,2008年,5-10年,600-1500m²
托马斯小火车主题体验店,直营,1945年,1-3年,15-30m²
那都乐,直营,1974年,3-5年,40-80m²
贝凯雅,直营,加盟,代理,2011年,5-10年,300-400m²
三木比迪,直营,2004年,1-3年,80-150m²
启儿,直营,2010年,1-3年,200-500m²
江南少儿运动俱乐部,直营,2006年,5-8年,200-500m²
多乐星儿童乐园,直营,加盟,代理,2009年,5-8年,500-1000m²
T台之星,直营,加盟,代理,2009年,5-8年,200-400m²
下一代,加盟,直营,代理,1989年,1-3年,30-60m²
乐高玩具,加盟,代理,1934年,3-5年,150-300m²
考拉大冒险,加盟,代理,2002年,5-10年,1000-3000m²
乐漫冰雪王国,直营,加盟,2015年,8-10年,2000-3000m²
启心儿童书吧,直营,2010年,1-3年,200-250m²
儿童天堂,直营,2003年,5-8年,500-600m²
叮当猫,直营,加盟,代理,1999年,1-3年,30-100m²
博士有成,加盟,直营,代理,2008年,1-3年,30-80m²
咕噜岛,直营,2011年,8-15年,1000-2000m²
little MO&Co.,直营,2016年,3-5年,80-100m²
玛丽柏莎,直营,2014年,5-10年,400-600m²
7C CRADLE,直营,加盟,2011年,1-5年,80-150m²
三只小熊,直营,加盟,2004年,3-5年,100-300m²
韦哲国际创意中心,直营,加盟,代理,2005年,5-8年,200-500m²
爆米花儿童美发乐园,直营,加盟,代理,2014年,1-5年,80-120m²
乐8儿童王国,直营,加盟,2014年,5-10年,1000-2000m²
翻斗迷宫,直营,加盟,代理,2004年,3-5年,500-600m²
JUZISTORE,直营,2013年,1-3年,50-100m²
爱法贝,直营,加盟,代理,1976年,3-5年,30-100m²
铭星世界,直营,2004年,10-15年,3000-4000m²
moonstar,直营,1873年,1-3年,50-150m²
金色雨林,直营,加盟,代理,1994年,5-10年,500-600m²
橡皮堂,直营,2012年,3-5年,150-300m²
卡帕儿童,直营,加盟,代理,2012年,3-5年,30-100m²
生活诚品,直营,加盟,代理,2011年,1-5年,30-80m²
欢乐岛儿童主题乐园,直营,2008年,5-10年,400-800m²
树心旁,直营,2012年,3-5年,50-100m²
因否童装,直营,加盟,代理,2008年,3-5年,60-150m²
菲动儿童武道体能中心,直营,加盟,代理,1969年,5-10年,1000-2000m²
新爱婴,直营,加盟,代理,2003年,5-8年,300-900m²
咿呀孕婴童连锁,直营,加盟,代理,1997年,3-5年,80-200m²
马骑顿,直营,加盟,代理,2010年,1-3年,40-80m²
MarColor,直营,加盟,代理,2013年,3-5年,40-120m²
芝麻开门,直营,加盟,代理,2002年,3-5年,200-300m²
贝甜,直营,加盟,代理,2009年,1-5年,40-80m²
黄色小鸭,直营,加盟,代理,1988年,3-5年,30-80m²
真好玩儿童乐园,直营,加盟,代理,2010年,2-5年,500-1000m²
探险儿童公园,直营,2001年,5-10年,500-1000m²
杰米熊,直营,加盟,代理,2004年,1-3年,40-100m²
奇趣海洋世界,直营,2013年,10-15年,5000-10000m²
梵妮城儿童乐园,直营,加盟,代理,2014年,5-10年,500-3000m²
爱就推门玩具店,直营,加盟,代理,2008年,3-5年,50-80m²
丑丑婴幼,直营,加盟,代理,1996年,3-5年,80-200m²
嘻哈乐儿童主题乐园,直营,加盟,2014年,3-5年,1000-2000m²
优优岛,直营,2016年,15-20年,5000-6000m²
新虹艺少儿美术馆,直营,加盟,代理,2010年,5-8年,200-350m²
乐赢,直营,加盟,代理,2008年,3-5年,150-400m²
爱蹦客,直营,加盟,2014年,5-10年,300-500m²
彩色熊猫剧场,直营,加盟,代理,2015年,5-10年,200-300m²
芙儿优,直营,加盟,代理,2003年,3-5年,50-150m²
润子儿童乐园,直营,加盟,代理,2006年,5-10年,300-600m²
Baby Face婴童影像馆,直营,加盟,2006年,3-5年,100-300m²
小天才,直营,1995年,1-3年,10-50m²
彩创天地,加盟,代理,2013年,3-5年,50-200m²
Hello Kitty kids,直营,加盟,代理,1974年,1-3年,40-150m²
阳光鼠,直营,加盟,代理,1999年,3-5年,40-80m²
探险阳光乐园,直营,加盟,代理,1996年,3-10年,500-800m²
乐贝儿,直营,加盟,代理,2007年,5-10年,1000-2000m²
童话城堡,直营,加盟,代理,2010年,3-5年,200-400m²
奇幻岛探索乐园,直营,2015年,5-10年,800-2000m²
水孩儿,直营,加盟,1995年,1-3年,30-100m²
鑫豪儿童天地,直营,2014年,10-15年,5000-20000m²
糖乐乐主题儿童乐园,直营,2009年,3-5年,50-200m²
童幻天地,直营,2014年,5-8年,2000-3000m²
探奇乐园,直营,1992年,8-10年,1200-2000m²
智学库,直营,加盟,代理,2014年,1-3年,30-80m²
巧虎欢乐岛,直营,加盟,代理,2014年,5-10年,800-1200m²
T100 KIDS,直营,加盟,代理,2003年,3-5年,40-60m²
卡尔飞车,直营,2014年,6-10年,500-1000m²
Rookie,直营,加盟,2008年,3-5年,100-150m²
愉乐园,直营,加盟,2008年,3-10年,100-200m²
HANSA,直营,1972年,3-5年,50-150m²
婴姿坊,加盟,直营,代理,2003年,3-5年,40-80m²
伴乐岛,直营,加盟,代理,2001年,5-8年,500-1500m²
珍藏童年,加盟,直营,代理,2006年,3-5年,150-500m²
丹尼熊成长乐园,直营,加盟,代理,2015年,5-10年,1500-3000m²
飞翔家,直营,2016年,5-10年,1000-2000m²
爱亲,直营,加盟,代理,1999年,1-3年,50-150m²
阿布溜溜,直营,2002年,3-5年,150-250m²
比如世界,直营,2008年,10-15年,10000-11000m²
吾幼儿童成长社区,直营,加盟,代理,2013年,5-8年,150-300m²
MooMoo童装,直营,加盟,代理,2011年,3-5年,40-200m²
贝因美,直营,加盟,代理,1992年,3-5年,100-300m²
